_id,production_part_id,pf_sm_height,author,binding_type,bleed,date_receipt,default_imposition,height,imposition,perf,production_page,roll_width,rtl,s_number,s_number_waste,security_label,self_cover,shrinkwrap,source,status,thickness,three_hole_drill,title,unit_price,version,weight,width,part_id,qty_delivered,quantity_max,quantity_min,qty_produced,qty_requested,client_id,order_id,duration,length,split,job_id,text_color,text_paper_type,default_dpi,unit,expected_date,order_num,priority_level,production_note,quantity,reception_date,requester_name,head_and_tail,siren,cover_finish_type,cover_paper_type,double_sided_cover,tab_page_number,trim_size,tab_color,tab_lamination,tab_size,tab_paper_type,case_finish_type,case_paper_type,cover_case_color,back_cover_flat_size,cover_size,cover_color,coil_type,spine_type,tva,publish_date,shipping_date,delivery_date,pb_sm_height,isbn10,label_type,error,file_name,note
697356b2cd0143710a5e6bd6,PX3168,12.85, ,PERFECT,false,2022-08-11T18:20:49.202Z,1,304.79998779296875,1,false,488,457.2,false,2,11183.609375,false,false,false,PACER,INVOICED,18.363201141357422,false,RDY MTH INST GK TRB,9.922,1,1399.5263671875,257.17401123046875,10098,442,445,400,0,400,CAI,0,2.917419910430908,17504.51953125,2,0,4,FSC_MC_CVG_SilkHO_1.0_70,720,INCH,2022-08-26T00:00:00.000Z,805265, NORMAL,"MT_Send Proof to Annette. Please crop the trim to 10.125"" Width on the cover and text. Add the PO# in bottom left hand corner of CR Page. If there is a BTS Code also in the left hand corner, please put the PO # above the BTS Code. Use similar font and size to the print line\n",400,2022-08-11T18:20:49.202Z,annetted,,CAI,LGLOSS,10pt_C1S,false,,0,,,,,,,,0,XXL,4/C,,,,2022-09-21T15:42:27.950Z,2022-09-21T15:42:27.950Z,2022-09-21T15:42:27.950Z,,,,,,
697356b2cd0143710a5e6bd7,PX4454,,Kratky,SaddleStitch,false,2022-11-16T22:23:49.867Z,4,203.1999969482422,4,false,32,0,false,0,0,false,false,false,PACER,INVOICED,8.600000381469727,false,PANO SS 1 Que Hace Usted,2.2534,1,106.74818420410156,203.1999969482422,14257,691,720,618,0,650,NGL,0,0,0,2,0,4,80_Gloss_Text,720,INCH,2022-12-14T00:00:00.000Z,15387537, NORMAL,"JG_Impose for the Horizon.  Please change ""Impreso en los Estates Unidos de America / Printed in the United States"""" to ""Impreso en México / Printed in Mexico"" (do not remove it).  \nPlease update the print line, and print year.  Do not remove the ISBNs and PNL information.  Kam will check proofs.""",650,2022-11-16T22:23:49.867Z,kamaras,,NGL,LGLOSS,10pt_C1S,true,,0,,,,,,,,0,SDL,4/1,,,,2022-12-02T17:42:37.532Z,2022-12-02T17:42:37.532Z,2022-12-02T17:42:37.532Z,,,,,,
697356b2cd0143710a5e6bd9,PX4760,9.346,Amy Lillard,CASEBOUND,false,2022-12-13T21:53:04.981Z,3,215.89999389648438,3,false,442,457.2,false,2,3492.80078125,false,false,false,PACER,INVOICED,20.44099998474121,false,THE AMISH MATCHMAKER,4.75,1,609.8028564453125,139.6999969482422,14915,651,675,594,0,625,TLG,0,1.8813375234603882,11288.025390625,0,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2023-02-03T00:00:00.000Z,20031498, NORMAL, JG_Please remove PNL data.  Kam will check proofs.,625,2022-12-13T21:53:04.981Z,kamaras,,TLG,LGLOSS,100_GlossText,false,,0,,,,,,,,0,,4/C,,,,2023-01-27T21:44:17.432Z,2023-01-27T21:44:17.432Z,2023-01-27T21:44:17.432Z,,,,,,
697356b2cd0143710a5e6bdb,PX5403,18.0,Nat Geo,SaddleStitch,false,2023-02-14T15:31:21.620Z,4,276.2250061035156,4,false,32,0,false,0,0,false,false,false,PACER,CANCELLED,2.200000047683716,false,ESTL 4 WEIRD BUT TRUE! (AL),2.1996,1,134.3948974609375,190.5,17115,0,1100,950,0,1000,NGL,0,0.21943165361881256,1316.5899658203125,0,0,4,80_Gloss_Text,720,INCH,2023-03-24T00:00:00.000Z,15390960, NORMAL,"EZ_done_2/14\nPlease change """"Printed in the United States"""" to """"Printed in Mexico"""" (do not remove it).  \nPlease update the print line, and print year.  Do not remove the PNL information.  Kam will check proofs.",1000,2023-02-14T15:31:21.620Z,kamaras,,NGL,LGLOSS,10pt_C1S,true,,,,,,,,,,0,SDL,4/1,,,,,,,,,,,,
697356b2cd0143710a5e6bdc,PX5597,,,COILHARDTAB,false,2023-05-26T14:54:57.465Z,1,306.3869934082031,1,false,166,457.2,false,2,4121.7578125,false,false,false,PACER,ONPROD,6.042400360107422,false,ENVAGA 24GA TEPO GEOM,1.6,4,771.6273193359375,254,20280,0,280,225,0,250,SAV,0,0.5994843244552612,3596.906005859375,0,0,4,FSC_MC_CVG_SilkHO_1.0_70,720,INCH,2023-06-30T00:00:00.000Z,0412059413, NORMAL, ,250,2023-05-26T14:54:57.465Z,kamaras,,SAV,LGLOSS,16pt_C1S,false,4,10.5,,Yes,,,Gloss Film,100_GlossText,,10.625,,4/C,Metal,,,,,,12.75,1418828181,,,,
697356b2cd0143710a5e6bde,PX4303,9.346,Irene Bennett Brown,CASEBOUND,false,2022-11-09T18:26:05.173Z,3,215.89999389648438,3,false,218,457.2,false,2,2510.30078125,false,false,false,PACER,INVOICED,11.369000434875488,false,SOMEBODYS BUSINESS,4.32,1,460.1729736328125,139.6999969482422,14254,269,300,262,0,275,TLG,0,0,0,2,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2022-12-16T00:00:00.000Z,20031192, NORMAL,EZ_done\nPlease remove PNL data.  Kam will check proofs.,275,2022-11-09T18:26:05.173Z,kamaras,Black & White,TLG,LMATT_sf,100_GlossText,false,,0,,,,,,,,0,,4/C,,Round,,,,,,,,,,
697356b2cd0143710a5e6bdf,PX3230,9.346,Matt Haig,CASEBOUND,false,2022-08-16T18:01:55.979Z,3,215.89999389648438,3,false,278,457.2,false,2,2982.30078125,false,false,false,PACER,COMPLETE,13.798999786376953,false,THE COMFORT BOOK,9.84,1,60606.38671875,139.6999969482422,10261,0,115,95,0,100,TLG,0,0.20605124533176422,1236.3074951171875,0,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2022-09-15T00:00:00.000Z,20030275, NORMAL," EZ_Transfering_8/16/22\nNo proof review needed.  Please remove existing PNL data, and transfer files when ready.  Existing Part - PX476",100,2022-08-16T18:01:55.979Z,kamaras,Black & White,TLG,LGLOSS,100_GlossText,false,,,,,,,,,,,,4/C,,Round,,,,,,,,,,
697356b2cd0143710a5e6be1,PX4472,9.346,Victoria Aveyard,CASEBOUND,false,2022-11-17T18:49:36.317Z,3,215.89999389648438,3,false,892,457.2,false,2,7557.8046875,false,false,false,PACER,INVOICED,38.66600036621094,false,BLADE BREAKER,8.45,1,1131.0189208984375,139.6999969482422,13910,395,420,380,0,400,TLG,0,2.424834966659546,14549.009765625,0,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2023-01-04T00:00:00.000Z,20031318, NORMAL,EZ_done\nPlease remove PNL data.  Kam will check proofs.,400,2022-11-17T18:49:36.317Z,kamaras,,TLG,LGLOSS,100_GlossText,false,,0,,,,,,,,0,,4/C,,,,2022-11-29T20:22:10.355Z,2022-11-29T20:22:10.355Z,2022-11-29T20:22:10.355Z,,,,,,
697356b2cd0143710a5e6be2,PX4514,,Frey,PERFECT,false,2022-11-18T19:07:36.782Z,2,276.2250061035156,2,false,112,457.2,false,1,1293.400390625,false,false,false,PACER,CANCELLED,5.863999843597412,false,Reach Higher Practice Book 5B,1.883,1,292.2574768066406,215.89999389648438,14009,0,1651,1425,0,1500,NGL,0,2.305428981781006,13832.5732421875,0,0,1,FSC_MC_DOM_VJT_1.21_75,720,INCH,2022-11-27T00:00:00.000Z,15387354, NORMAL,JG_Done\nKS - Received revised text file.\nJG_Job problem error on page 45 please get a new file.  \nPlease remove PNL data.  Kam will check proofs.,1500,2022-11-18T19:07:36.782Z,kamaras,,NGL,LGLOSS,10pt_C1S,true,,0,,,,,,,,0,L,4/1,,,,,,,,,,,,
697356b2cd0143710a5e6be3,PX2808,9.346,Liane Moriarty,PERFECT,false,2022-06-23T19:44:00.056Z,3,215.89999389648438,3,false,720,457.2,false,2,5664,false,false,false,PACER,COMPLETE,29.760000228881836,false,APPLES NEVER FALL PB,5.9,1,717.2340087890625,139.6999969482422,8836,0,790,713,0,750,TLG,0,3.7746200561523438,22647.720703125,2,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2022-07-28T00:00:00.000Z,20029737, NORMAL," EZ_Please remove PNL data, and send proofs to Kam.",750,2022-06-23T19:44:00.056Z,kamaras,Black & White,TLG,LGLOSS,100_GlossText,false,,,,,,,,,,,M,4/C,,Round,,,,,,,,,,
697356b2cd0143710a5e6be4,PX5213,18.0,Nat Geo,SaddleStitch,false,2023-01-26T12:34:40.210Z,4,228.60000610351562,4,false,24,0,false,0,0,false,false,false,PACER,INVOICED,1.7999999523162842,false,Crops,1.8039,1,74.28374481201172,177.8000030517578,16463,576,660,570,0,600,NGL,0,0.11070399731397629,664.2239990234375,0,0,4,80_Gloss_Text,720,INCH,2023-04-03T00:00:00.000Z,15389988, NORMAL,"EZ_Transfer_1/26\nNo proof review needed.  Please rupdate existing PNL data, and transfer files when ready.  Existing Parts - \nCover: PE22448 / CP71934  -  \nText: PE22449 / CP72482  ",600,2023-01-26T12:34:40.210Z,hamdig,,NGL,LGLOSS,12pt_C2S,true,,0,,,,,,,,0,SDL,4/1,,,,2023-02-16T17:19:55.724Z,2023-02-16T17:19:55.724Z,2023-02-16T17:19:55.724Z,,,,,,
697356b2cd0143710a5e6be5,PX6694,,Larson,COILHARD,false,2023-05-31T15:28:45.327Z,2,276.2250061035156,2,false,768,457.2,false,1,6697.59375,false,false,false,PACER,COMPLETE,27.955202102661133,false,BIL OREGON 2024 MATH GRADE K VOL 2 TEACHING EDITION.,22.9024,6,1856.891845703125,215.89999389648438,20438,0,225,190,0,200,NGL,0,2.1544201374053955,12926.521484375,0,0,4,FSC_MC_CVG_SilkHO_1.0_70,720,INCH,2023-06-30T00:00:00.000Z,15393724, NORMAL,IN - Done_01/06/23_Spot_color_converted_to_CMYK_Please remove PNL data.  Kam will check proofs.,200,2023-05-31T15:28:45.327Z,khalilh,,NGL,LGLOSS,12pt_C1S,true,,,,,,,Gloss Film,100_GlossText,,8.625,,4C,Plastic,,,,,,11.56,,,,,
697356b2cd0143710a5e6be6,PX2635,9.346,Jeff Kinney,CASEBOUND,false,2023-02-16T14:29:20.072Z,3,215.89999389648438,3,false,229,457.2,false,2,2604.701171875,false,false,false,PACER,INVOICED,11.814499855041504,false,OLD SCHOOL,4.51,1,227.5363006591797,139.6999969482422,17202,195,230,190,0,200,TLG,0,0.3205241560935974,1923.14501953125,0,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2023-03-13T00:00:00.000Z,20032220, NORMAL, ,200,2023-02-16T14:29:20.072Z,kamaras,Black & White,TLG,LMATT_sf,100_GlossText,false,,,,,,,,,,,,4/C,,Round,,2023-02-28T21:34:40.201Z,2023-02-28T21:34:40.201Z,2023-02-28T21:34:40.201Z,,,,,,
697356b2cd0143710a5e6be7,PX2730,9.346,Donna Barba Higuera,CASEBOUND,false,2022-06-17T13:56:04.424Z,3,215.89999389648438,3,false,356,457.2,false,2,3070.900390625,false,false,false,PACER,COMPLETE,16.95800018310547,false,LUPE WONG WONT DANCE,4.53,1,354.93731689453125,139.6999969482422,8640,0,435,380,0,400,TLG,0,0.9526137709617615,5715.6826171875,0,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2022-08-03T00:00:00.000Z,20029695, NORMAL,"JG_Please remove PNL data, and send proofs to Kam.",400,2022-06-17T13:56:04.424Z,kamaras,Black & White,TLG,LGLOSS,100_GlossText,false,,,,,,,,,,,,4/C,,Round,,,,,,,,,,
697356b2cd0143710a5e6bed,PX3809,9.346,Ernesto Cisneros,CASEBOUND,false,2022-09-26T14:01:25.862Z,3,215.89999389648438,3,false,302,457.2,false,2,3171.1015625,false,false,false,PACER,COMPLETE,14.770999908447266,false,EFREN DIVIDED,4.47,1,543.7799072265625,139.6999969482422,11817,0,330,285,0,300,TLG,0,0.6569750308990479,3941.85009765625,0,0,1,SFI_CVG_UCR_1.8_66,720,INCH,2022-10-26T00:00:00.000Z,20030677, NORMAL," MT_Transfering 9/26/22 No proof review needed.  Please remove existing PNL data, and transfer files when ready. Cover - PE11921 / CP62279, Text - PE11922 / CP62196",300,2022-09-26T14:01:25.862Z,kamaras,Black & White,TLG,LGLOSS,100_GlossText,false,,,,,,,,,,,,4/C,,Round,,,,,,,,,,
697356b2cd0143710a5e6bee,PX4657,11.72,,CASEBOUND,false,2022-12-05T18:56:54.556Z,1,276.2250061035156,1,false,804,457.2,false,1,14023.09375,true,false,false,PACER,INVOICED,27.062000274658203,false,ELV MG SCI24 IN TE G7,21.55,3,2203.692138671875,247.64999389648438,14532,1213,1375,1125,0,1250,SAV,0,13.714479446411133,82286.875,5,0,4,FSC_MC_CVG_SilkHO_1.061_CB,720,INCH,2022-12-04T00:00:00.000Z,0412054732, NORMAL,JG_Please use PX4413 and replace 17 pages.  Please also remove PNL data and manufacturing country.  Kam will check proofs.,1250,2022-12-05T18:56:54.556Z,kamaras,,SAV,LGLOSS,100_GlossText,false,,0,,,,,,,,0,,4/C,,Square,,2022-12-30T18:43:12.708Z,2022-12-30T18:43:12.708Z,2022-12-30T18:43:12.708Z,11.88,142854190X,Advance Copy (silver),,,
697356b2cd0143710a5e6bef,PX5436,18.0,Nat Geo,SaddleStitch,false,2023-02-16T14:57:18.366Z,4,247.64999389648438,4,false,32,0,false,0,0,false,false,false,PACER,INVOICED,2.200000047683716,false,GLOBAL ISSUES: HEALTH\n(BELOW-LEVEL),2.2329,1,119.19412231445312,187.3249969482422,17235,807,810,713,0,750,NGL,0,0.14615100622177124,876.906005859375,0,0,4,80_Gloss_Text,720,INCH,2023-04-07T00:00:00.000Z,15390754, NORMAL,"IN_Done_16/02/23_Please change “Printed in the United States” to “Printed in Mexico” (do not remove it).\nPlease update the print line, and print year. Do not remove the ISBNs and PNL information. Wafa will check proofs.",750,2023-02-16T14:57:18.366Z,wafat,,NGL,LGLOSS,10pt_C2S,true,,,,,,,,,,0,SDL,4/4,,,,2023-03-22T15:45:48.244Z,2023-03-22T15:45:48.244Z,2023-03-22T15:45:48.244Z,,,,,,
697356b2cd0143710a5e6bf0,PX6459,,,COILHARD,false,2023-06-12T20:03:27.304Z,1,306.3869934082031,1,false,660,457.2,false,2,13604.578125,false,false,false,PACER,ONPROD,24.02400016784668,false,enVision Math 2024 TN TE Grade K Vol 1,17.7,3,2124.863525390625,254,20877,0,230,180,0,200,SAV,0,2.0833728313446045,12500.2373046875,0,0,4,FSC_MC_CVG_SilkHO_1.0_70,720,INCH,2023-06-23T00:00:00.000Z,0412059619, NORMAL, ,200,2023-06-12T20:03:27.304Z,kamaras,,SAV,LGLOSS,16pt_C1S,false,,,,,,,Gloss Film,100_GlossText,,10.625,,4/C,Metal,,,,,,12.75,1418392995,,,,
697356b2cd0143710a5e6bf7,PX6436,11.85,Gale Author,CASEBOUND,false,2023-05-17T14:36:12.041Z,2,279.3999938964844,2,false,476,457.2,false,1,4028.8046875,false,false,false,PACER,INVOICED,24.91200065612793,false,CONT LIT CRIT V518,13.7755,1,1520.742919921875,212.72500610351562,19908,62,75,57,0,60,TLG,0,0.4422599673271179,2653.559814453125,0,0,1,FSC_MC_DOM_VJT_1.21_75,720,INCH,2023-06-16T00:00:00.000Z,20033029, NORMAL,MT_Ez_done\nPlease remove PNL data.  William will check proofs. \nPlease keep “ Cumulative Index “ on the spine (if applicable)\nBarcode must have only 13 digit ISBN to appear. (978-0-02-868441-3) \nSpine / Front Cover *Volume should be 518,60,2023-05-17T14:36:12.041Z,williamg,Black & White,TLG,LMATT_sf,100_GlossText,false,,,,,,,,,,0,,4/C,,Round,,2023-06-09T18:06:43.129Z,2023-06-09T18:06:43.129Z,2023-06-09T18:06:43.129Z,12.0,,,,,
